,Ad_exchange,slot,bidding_price,paying_price,advertiser_id
624783,2,0,300,59,1458
624786,2,2,300,5,1458
624787,2,2,300,32,1458
624792,2,1,300,43,1458
624795,2,1,300,156,1458
624803,2,2,300,44,1458
624804,2,2,300,64,1458
624805,2,1,300,5,1458
624810,2,2,300,55,1458
624811,2,0,300,140,1458
624813,2,2,300,32,1458
624815,2,0,300,110,1458
624820,2,2,300,29,1458
624821,2,2,300,10,1458
624823,2,2,300,36,1458
624824,2,0,300,27,1458
624825,2,2,300,30,1458
624827,2,2,300,68,1458
624828,2,2,300,12,1458
624830,2,2,300,256,1458
624832,2,1,300,56,1458
624833,2,2,300,16,1458
624834,2,0,300,16,1458
624835,2,2,300,96,1458
624836,2,1,300,16,1458
624837,2,1,300,17,1458
624839,2,2,300,64,1458
624844,2,1,300,29,1458
624846,2,2,300,296,1458
624848,2,2,300,65,1458
624849,2,2,300,40,1458
624853,2,2,300,7,1458
624855,2,1,300,39,1458
624857,2,2,300,39,1458
624858,2,0,300,152,1458
624861,2,0,300,81,1458
624862,2,2,300,207,1458
624865,2,0,300,16,1458
624867,2,2,300,150,1458
624869,2,2,300,20,1458
624870,2,2,300,7,1458
624871,2,1,300,100,1458
624872,2,2,300,111,1458
624875,2,2,300,11,1458
624876,2,1,300,21,1458
624877,2,1,300,65,1458
624878,2,2,300,20,1458
624880,2,2,300,35,1458
624881,2,0,300,162,1458
624882,2,2,300,243,1458
624883,2,0,300,56,1458
624887,2,2,300,42,1458
624888,2,2,300,100,1458
624890,2,2,300,20,1458
624892,2,1,300,27,1458
624893,2,0,300,32,1458
624895,2,2,300,42,1458
624896,2,1,300,11,1458
624897,2,2,300,8,1458
624901,2,2,300,32,1458
624909,2,2,300,87,1458
624911,2,2,300,40,1458
624912,2,2,300,22,1458
624919,2,2,300,100,1458
624920,2,2,300,39,1458
624923,2,2,300,20,1458
624924,2,2,300,35,1458
624929,2,1,300,78,1458
624931,2,2,300,60,1458
624933,2,0,300,133,1458
624934,2,1,300,60,1458
624937,2,0,300,52,1458
624938,2,1,300,50,1458
624939,2,2,300,7,1458
624943,2,2,300,40,1458
624946,2,1,300,21,1458
624949,2,1,300,167,1458
624953,2,2,300,5,1458
624956,2,1,300,46,1458
624961,2,0,300,155,1458
624962,2,1,300,100,1458
624963,2,1,300,114,1458
624964,2,2,300,40,1458
624965,2,2,300,20,1458
624970,2,2,300,40,1458
624971,2,2,300,100,1458
624972,2,2,300,64,1458
624973,2,2,300,71,1458
624975,2,0,300,42,1458
624977,2,2,300,13,1458
624979,2,1,300,19,1458
624985,2,1,300,7,1458
624989,2,2,300,60,1458
624990,2,0,300,5,1458
624993,2,2,300,7,1458
624996,2,0,300,210,1458
625000,2,2,300,29,1458
625004,2,2,300,12,1458
625007,2,1,300,40,1458
625010,2,2,300,20,1458
625011,2,2,300,210,1458
625012,2,2,300,143,1458
625013,2,2,300,185,1458
625014,2,1,300,33,1458
625015,2,2,300,33,1458
625017,2,0,300,162,1458
625018,2,0,300,229,1458
625019,2,2,300,210,1458
625020,2,1,300,64,1458
625022,2,2,300,32,1458
625024,2,0,300,13,1458
625033,2,1,300,32,1458
625035,2,2,300,30,1458
625036,2,2,300,10,1458
625039,2,2,300,210,1458
625045,2,0,300,147,1458
625046,2,2,300,91,1458
625047,2,2,300,50,1458
625059,2,2,300,28,1458
625060,2,2,300,200,1458
625062,2,0,300,214,1458
625064,2,2,300,100,1458
625065,2,0,300,5,1458
625067,2,0,300,59,1458
625073,2,2,300,32,1458
625075,2,2,300,39,1458
625081,2,1,300,91,1458
625082,2,2,300,20,1458
625085,2,1,300,32,1458
625086,2,2,300,21,1458
625087,2,2,300,84,1458
625093,2,2,300,210,1458
625095,2,2,300,178,1458
625097,2,1,300,18,1458
625099,2,2,300,5,1458
625108,2,0,300,24,1458
625109,2,0,300,133,1458
625112,2,1,300,210,1458
625116,2,1,300,9,1458
625117,2,2,300,5,1458
625120,2,1,300,10,1458
625123,2,2,300,210,1458
625124,2,1,300,38,1458
625127,2,0,300,177,1458
625132,2,0,300,5,1458
625134,2,2,300,64,1458
625138,2,2,300,50,1458
625139,2,2,300,64,1458
625140,2,0,300,59,1458
625142,2,2,300,88,1458
625145,2,1,300,10,1458
625146,2,0,300,140,1458
625148,2,2,300,50,1458
625149,2,2,300,41,1458
625150,2,2,300,153,1458
625152,2,2,300,64,1458
625155,2,1,300,138,1458
625163,2,2,300,30,1458
625165,2,0,300,100,1458
625168,2,2,300,186,1458
625171,2,2,300,235,1458
625174,2,2,300,143,1458
625175,2,0,300,147,1458
625177,2,1,300,268,1458
625179,2,2,300,210,1458
625183,2,1,300,23,1458
625186,2,1,300,294,1458
625187,2,1,300,89,1458
625194,2,1,300,68,1458
625204,2,2,300,80,1458
625205,2,1,300,14,1458
625208,2,2,300,210,1458
625210,2,0,300,133,1458
625211,2,2,300,54,1458
625212,2,1,300,210,1458
625213,2,2,300,210,1458
625217,2,2,300,20,1458
625218,2,0,300,59,1458
625219,2,2,300,39,1458
625223,2,0,300,59,1458
625225,2,2,300,15,1458
625226,2,1,300,143,1458
625230,2,2,300,60,1458
625236,2,1,300,64,1458
625237,2,1,300,100,1458
625238,2,2,300,30,1458
625243,2,2,300,100,1458
625244,2,1,300,39,1458
625245,2,2,300,13,1458
625247,2,2,300,100,1458
625248,2,2,300,210,1458
625250,2,0,300,281,1458
625252,2,2,300,210,1458
625256,2,2,300,210,1458
625258,2,2,300,20,1458
625262,2,2,300,40,1458
625263,2,2,300,38,1458
625264,2,2,300,16,1458
625265,2,2,300,78,1458
625269,2,0,300,59,1458
625272,2,1,300,210,1458
625277,2,1,300,62,1458
625279,2,0,300,38,1458
625280,2,1,300,80,1458
625283,2,1,300,9,1458
625305,2,2,300,50,1458
625306,2,2,300,156,1458
625308,2,2,300,39,1458
625309,2,2,300,21,1458
625315,2,1,300,52,1458
625316,2,1,300,36,1458
625318,2,1,300,16,1458
625321,2,1,300,202,1458
625323,2,2,300,38,1458
625324,2,2,300,170,1458
625325,2,2,300,210,1458
625327,2,2,300,31,1458
625329,2,2,300,125,1458
625338,2,1,300,68,1458
625339,2,2,300,46,1458
625342,2,2,300,96,1458
625345,2,2,300,41,1458
625350,2,1,300,210,1458
625352,2,2,300,200,1458
625362,2,0,300,59,1458
625368,2,2,300,32,1458
625372,2,1,300,210,1458
625373,2,2,300,29,1458
625375,2,2,300,210,1458
625381,2,1,300,125,1458
625382,2,0,300,140,1458
625385,2,2,300,64,1458
625389,2,1,300,7,1458
625390,2,2,300,20,1458
625391,2,2,300,31,1458
625392,2,0,300,96,1458
625395,2,1,300,210,1458
625401,2,0,300,59,1458
625403,2,2,300,60,1458
625407,2,0,300,210,1458
625408,2,0,300,67,1458
625413,2,2,300,50,1458
625414,2,2,300,64,1458
625415,2,2,300,28,1458
625418,2,2,300,62,1458
625419,2,2,300,210,1458
625420,2,0,300,14,1458
625421,2,0,300,32,1458
625422,2,2,300,20,1458
625432,2,2,300,88,1458
625435,2,1,300,160,1458
625438,2,2,300,40,1458
625442,2,2,300,64,1458
625448,2,1,300,51,1458
625451,2,1,300,52,1458
625452,2,2,300,43,1458
625455,2,0,300,300,1458
625457,2,1,300,163,1458
625467,2,0,300,65,1458
625470,2,1,300,40,1458
625471,2,2,300,6,1458
625473,2,2,300,111,1458
625476,2,2,300,111,1458
625478,2,2,300,50,1458
625480,2,2,300,20,1458
625481,2,0,300,5,1458
625483,2,1,300,24,1458
625484,2,2,300,103,1458
625486,2,2,300,5,1458
625490,2,1,300,91,1458
625493,2,1,300,171,1458
625494,2,0,300,46,1458
625495,2,0,300,5,1458
625497,2,2,300,76,1458
625501,2,0,300,177,1458
625502,2,2,300,100,1458
625506,2,2,300,64,1458
625509,2,2,300,53,1458
625510,2,2,300,40,1458
625511,2,2,300,40,1458
625519,2,2,300,50,1458
625523,2,1,300,6,1458
625526,2,2,300,26,1458
625528,2,2,300,60,1458
625530,2,2,300,12,1458
625535,2,2,300,48,1458
625540,2,2,300,134,1458
625544,2,2,300,23,1458
625545,2,2,300,23,1458
625547,2,0,300,7,1458
625551,2,0,300,59,1458
625553,2,2,300,242,1458
625555,2,1,300,10,1458
625556,2,2,300,200,1458
625557,2,0,300,147,1458
625558,2,1,300,108,1458
625559,2,1,300,28,1458
625560,2,2,300,64,1458
625562,2,1,300,33,1458
625563,2,0,300,103,1458
625564,2,2,300,200,1458
625565,2,1,300,123,1458
625571,2,2,300,14,1458
625572,2,0,300,72,1458
625575,2,0,300,59,1458
625579,2,1,300,49,1458
625584,2,2,300,60,1458
625586,2,0,300,80,1458
625591,2,2,300,16,1458
625596,2,1,300,60,1458
625597,2,2,300,32,1458
625601,2,2,300,18,1458
625602,2,0,300,5,1458
625605,2,0,300,59,1458
625606,2,2,300,50,1458
625609,2,1,300,24,1458
625611,2,2,300,77,1458
625612,2,0,300,177,1458
625616,2,0,300,200,1458
625618,2,2,300,20,1458
625624,2,2,300,54,1458
625625,2,0,300,59,1458
625626,2,2,300,5,1458
625628,2,1,300,180,1458
625629,2,2,300,156,1458
625631,2,2,300,49,1458
625632,2,2,300,156,1458
625633,2,2,300,137,1458
625634,2,0,300,148,1458
625643,2,2,300,116,1458
625644,2,2,300,26,1458
625647,2,0,300,147,1458
625652,2,2,300,23,1458
625653,2,2,300,148,1458
625654,2,1,300,60,1458
625659,2,2,300,27,1458
625660,2,1,300,64,1458
625662,2,2,300,5,1458
625664,2,0,300,280,1458
625665,2,2,300,126,1458
625672,2,2,300,5,1458
625678,2,2,300,34,1458
625680,2,1,300,40,1458
625681,2,0,300,5,1458
625684,2,2,300,74,1458
625694,2,0,300,29,1458
625695,2,2,300,140,1458
625697,2,2,300,5,1458
625699,2,2,300,16,1458
625701,2,1,300,97,1458
625704,2,2,300,200,1458
625705,2,0,300,59,1458
625709,2,1,300,5,1458
625710,2,2,300,8,1458
625718,2,2,300,14,1458
625719,2,2,300,60,1458
625723,2,2,300,8,1458
625726,2,2,300,50,1458
625730,2,2,300,111,1458
625731,2,1,300,12,1458
625732,2,2,300,19,1458
625733,2,1,300,36,1458
625738,2,2,300,80,1458
625739,2,2,300,51,1458
625740,2,0,300,280,1458
625744,2,2,300,38,1458
625747,2,2,300,272,1458
625749,2,1,300,18,1458
625750,2,2,300,28,1458
625752,2,2,300,126,1458
625756,2,2,300,197,1458
625759,2,2,300,20,1458
625768,2,2,300,189,1458
625770,2,2,300,111,1458
625771,2,1,300,172,1458
625772,2,1,300,64,1458
625777,2,2,300,155,1458
625778,2,0,300,147,1458
625779,2,1,300,5,1458
625781,2,0,300,133,1458
625784,2,2,300,43,1458
625785,2,1,300,210,1458
625787,2,2,300,68,1458
625789,2,2,300,16,1458
625791,2,1,300,102,1458
625792,2,2,300,50,1458
625795,2,0,300,175,1458
625799,2,2,300,146,1458
625801,2,2,300,17,1458
625802,2,2,300,45,1458
625812,2,1,300,99,1458
625815,2,2,300,13,1458
625818,2,1,300,104,1458
625822,2,0,300,5,1458
625823,2,0,300,67,1458
625828,2,2,300,64,1458
625832,2,1,300,40,1458
625836,2,0,300,64,1458
625838,2,2,300,64,1458
625841,2,1,300,40,1458
625842,2,1,300,70,1458
625843,2,2,300,65,1458
625845,2,1,300,118,1458
625849,2,2,300,176,1458
625850,2,2,300,32,1458
625851,2,2,300,72,1458
625852,2,1,300,25,1458
625853,2,1,300,38,1458
625854,2,2,300,20,1458
625856,2,2,300,64,1458
625857,2,1,300,64,1458
625862,2,1,300,210,1458
625864,2,2,300,76,1458
625866,2,2,300,246,1458
625868,2,2,300,38,1458
625869,2,2,300,44,1458
625871,2,2,300,88,1458
625873,2,2,300,7,1458
625874,2,1,300,30,1458
625876,2,1,300,68,1458
625877,2,2,300,31,1458
625882,2,0,300,192,1458
625884,2,0,300,100,1458
625885,2,0,300,157,1458
625886,2,0,300,5,1458
625888,2,2,300,68,1458
625892,2,0,300,16,1458
625894,2,2,300,258,1458
625895,2,2,300,295,1458
625900,2,0,300,39,1458
625903,2,2,300,21,1458
625904,2,0,300,162,1458
625910,2,2,300,211,1458
625912,2,0,300,140,1458
625913,2,1,300,93,1458
625914,2,2,300,20,1458
625916,2,1,300,5,1458
625921,2,2,300,30,1458
625926,2,2,300,50,1458
625929,2,2,300,89,1458
625935,2,2,300,37,1458
625945,2,0,300,147,1458
625946,2,1,300,40,1458
625948,2,1,300,11,1458
625950,2,2,300,100,1458
625953,2,0,300,162,1458
625955,2,2,300,192,1458
625957,2,0,300,59,1458
625962,2,1,300,50,1458
625963,2,1,300,42,1458
625964,2,1,300,14,1458
625965,2,0,300,147,1458
625967,2,2,300,121,1458
625968,2,2,300,26,1458
625970,2,2,300,100,1458
625971,2,0,300,162,1458
625972,2,2,300,32,1458
625977,2,1,300,256,1458
625978,2,1,300,11,1458
625979,2,1,300,40,1458
625982,2,2,300,78,1458
625983,2,2,300,68,1458
625985,2,1,300,99,1458
625986,2,2,300,68,1458
625988,2,2,300,32,1458
625990,2,2,300,52,1458
625992,2,1,300,13,1458
625996,2,2,300,32,1458
626002,2,2,300,86,1458
626005,2,0,300,64,1458
626006,2,2,300,30,1458
626008,2,2,300,21,1458
626009,2,1,300,10,1458
626012,2,2,300,18,1458
626014,2,2,300,40,1458
626018,2,2,300,22,1458
626019,2,2,300,194,1458
626022,2,1,300,52,1458
626023,2,2,300,181,1458
626034,2,2,300,5,1458
626035,2,2,300,100,1458
626036,2,0,300,15,1458
626040,2,2,300,299,1458
626041,2,0,300,5,1458
626042,2,2,300,15,1458
626045,2,2,300,29,1458
626046,2,2,300,64,1458
626047,2,2,300,115,1458
626048,2,0,300,59,1458
626050,2,2,300,100,1458
626051,2,2,300,63,1458
626053,2,2,300,60,1458
626054,2,2,300,60,1458
626059,2,0,300,147,1458
626063,2,2,300,82,1458
626066,2,1,300,104,1458
626070,2,2,300,68,1458
626073,2,1,300,123,1458
626075,2,2,300,16,1458
626076,2,2,300,38,1458
626077,2,2,300,23,1458
626086,2,2,300,5,1458
626090,2,2,300,171,1458
626095,2,2,300,259,1458
626096,2,2,300,185,1458
626097,2,2,300,68,1458
626102,2,2,300,88,1458
626106,2,2,300,64,1458
626112,2,1,300,180,1458
626113,2,0,300,59,1458
626118,2,1,300,27,1458
626119,2,1,300,7,1458
626123,2,1,300,105,1458
626126,2,2,300,39,1458
626127,2,2,300,295,1458
626129,2,0,300,108,1458
626130,2,1,300,8,1458
626133,2,0,300,173,1458
626134,2,2,300,20,1458
626135,2,2,300,288,1458
626136,2,0,300,151,1458
626137,2,1,300,30,1458
626141,2,2,300,239,1458
626146,2,2,300,254,1458
626147,2,2,300,7,1458
626149,2,0,300,59,1458
626152,2,2,300,20,1458
626155,2,2,300,208,1458
626161,2,2,300,140,1458
626164,2,2,300,164,1458
626166,2,2,300,99,1458
626170,2,1,300,6,1458
626173,2,2,300,5,1458
626175,2,1,300,40,1458
626179,2,2,300,42,1458
626183,2,2,300,58,1458
626185,2,2,300,110,1458
626192,2,0,300,59,1458
626194,2,1,300,60,1458
626195,2,2,300,150,1458
626196,2,1,300,40,1458
626197,2,2,300,4,1458
626203,2,2,300,50,1458
626204,2,2,300,93,1458
626207,2,1,300,60,1458
626209,2,0,300,5,1458
626211,2,2,300,204,1458
626214,2,2,300,48,1458
626215,2,1,300,126,1458
626217,2,1,300,40,1458
626222,2,0,300,162,1458
626230,2,2,300,32,1458
626232,2,2,300,21,1458
626236,2,1,300,40,1458
626237,2,2,300,127,1458
626239,2,2,300,14,1458
626240,2,2,300,20,1458
626242,2,2,300,68,1458
626255,2,1,300,156,1458
626258,2,2,300,104,1458
626265,2,1,300,89,1458
626266,2,2,300,168,1458
626271,2,2,300,150,1458
626272,2,2,300,123,1458
626273,2,0,300,178,1458
626282,2,0,300,59,1458
626289,2,1,300,36,1458
626290,2,2,300,210,1458
626293,2,2,300,5,1458
626297,2,0,300,147,1458
626300,2,2,300,52,1458
626301,2,2,300,298,1458
626305,2,2,300,165,1458
626307,2,2,300,171,1458
626313,2,2,300,19,1458
626314,2,1,300,68,1458
626315,2,1,300,45,1458
626319,2,0,300,103,1458
626322,2,2,300,40,1458
626329,2,1,300,65,1458
626330,2,2,300,185,1458
626331,2,1,300,64,1458
626334,2,2,300,23,1458
626335,2,2,300,63,1458
626339,2,2,300,128,1458
626341,2,2,300,157,1458
626343,2,2,300,86,1458
626346,2,2,300,174,1458
626352,2,0,300,147,1458
626355,2,2,300,150,1458
626359,2,1,300,54,1458
626362,2,1,300,200,1458
626364,2,2,300,130,1458
626371,2,0,300,6,1458
626372,2,0,300,59,1458
626375,2,0,300,8,1458
626377,2,2,300,13,1458
626378,2,2,300,7,1458
626381,2,2,300,79,1458
626384,2,2,300,210,1458
626387,2,2,300,30,1458
626397,2,1,300,80,1458
626400,2,2,300,50,1458
626401,2,2,300,30,1458
626402,2,2,300,28,1458
626408,2,2,300,40,1458
626410,2,0,300,59,1458
626411,2,2,300,74,1458
626417,2,1,300,145,1458
626423,2,1,300,167,1458
626425,2,2,300,27,1458
626427,2,2,300,151,1458
626428,2,2,300,126,1458
626430,2,2,300,20,1458
626432,2,2,300,79,1458
626442,2,2,300,100,1458
626444,2,2,300,106,1458
626446,2,2,300,94,1458
626448,2,2,300,62,1458
626453,2,1,300,68,1458
626459,2,0,300,60,1458
626460,2,2,300,71,1458
626467,2,1,300,266,1458
626469,2,0,300,162,1458
626471,2,2,300,81,1458
626472,2,0,300,67,1458
626481,2,2,300,52,1458
626489,2,1,300,39,1458
626490,2,2,300,64,1458
626493,2,2,300,76,1458
626497,2,2,300,24,1458
626500,2,1,300,159,1458
626501,2,1,300,258,1458
626504,2,0,300,51,1458
626505,2,2,300,48,1458
626511,2,2,300,50,1458
626512,2,0,300,59,1458
626516,2,2,300,272,1458
626517,2,2,300,9,1458
626520,2,2,300,40,1458
626522,2,0,300,162,1458
626524,2,2,300,5,1458
626525,2,2,300,30,1458
626526,2,2,300,77,1458
626528,2,2,300,168,1458
626533,2,1,300,89,1458
626536,2,2,300,85,1458
626540,2,0,300,5,1458
626543,2,2,300,5,1458
626548,2,2,300,216,1458
626555,2,2,300,4,1458
626556,2,2,300,19,1458
626562,2,2,300,218,1458
626563,2,1,300,32,1458
626567,2,1,300,230,1458
626570,2,2,300,45,1458
626572,2,1,300,32,1458
626577,2,1,300,34,1458
626578,2,0,300,148,1458
626581,2,0,300,133,1458
626583,2,1,300,184,1458
626585,2,0,300,59,1458
626589,2,2,300,104,1458
626590,2,1,300,22,1458
626592,2,0,300,158,1458
626593,2,1,300,210,1458
626596,2,2,300,48,1458
626597,2,0,300,133,1458
626602,2,2,300,69,1458
626603,2,1,300,5,1458
626604,2,2,300,5,1458
626605,2,2,300,16,1458
626608,2,2,300,61,1458
626611,2,2,300,112,1458
626613,2,2,300,40,1458
626614,2,0,300,5,1458
626616,2,1,300,63,1458
626617,2,0,300,59,1458
626618,2,2,300,41,1458
626621,2,0,300,36,1458
626622,2,1,300,68,1458
626623,2,2,300,6,1458
626624,2,2,300,210,1458
626626,2,2,300,5,1458
626627,2,1,300,21,1458
626630,2,0,300,287,1458
626637,2,2,300,210,1458
626642,2,2,300,57,1458
626644,2,0,300,59,1458
626646,2,1,300,94,1458
626650,2,1,300,16,1458
626658,2,2,300,32,1458
626667,2,1,300,183,1458
626668,2,2,300,40,1458
626673,2,2,300,231,1458
626676,2,1,300,210,1458
626677,2,0,300,147,1458
626679,2,1,300,8,1458
626680,2,2,300,11,1458
626684,2,0,300,5,1458
626686,2,0,300,147,1458
626687,2,2,300,45,1458
626690,2,2,300,5,1458
626693,2,1,300,27,1458
626695,2,2,300,177,1458
626701,2,1,300,242,1458
626702,2,2,300,14,1458
626711,2,2,300,183,1458
626713,2,2,300,82,1458
626714,2,0,300,50,1458
626715,2,2,300,296,1458
626721,2,2,300,68,1458
626723,2,2,300,210,1458
626724,2,0,300,16,1458
626729,2,2,300,20,1458
626731,2,2,300,106,1458
626735,2,1,300,21,1458
626737,2,0,300,5,1458
626738,2,2,300,5,1458
626747,2,2,300,50,1458
626749,2,0,300,32,1458
626751,2,2,300,210,1458
626758,2,2,300,24,1458
626760,2,1,300,58,1458
626761,2,1,300,227,1458
626764,2,2,300,112,1458
626768,2,2,300,36,1458
626769,2,2,300,76,1458
626777,2,0,300,210,1458
626778,2,2,300,7,1458
626780,2,0,300,90,1458
626784,2,0,300,59,1458
626788,2,2,300,58,1458
626789,2,2,300,64,1458
626790,2,2,300,91,1458
626791,2,2,300,42,1458
626792,2,2,300,210,1458
626794,2,2,300,280,1458
626795,2,2,300,42,1458
626799,2,2,300,294,1458
626809,2,2,300,154,1458
626810,2,1,300,52,1458
626817,2,1,300,36,1458
626818,2,1,300,121,1458
626825,2,0,300,162,1458
626829,2,0,300,192,1458
626830,2,2,300,50,1458
626833,2,0,300,147,1458
626834,2,0,300,66,1458
626837,2,1,300,18,1458
626838,2,2,300,57,1458
626840,2,1,300,288,1458
626841,2,2,300,44,1458
626843,2,2,300,210,1458
626850,2,2,300,18,1458
626856,2,1,300,210,1458
626859,2,1,300,210,1458
626862,2,1,300,210,1458
626863,2,2,300,50,1458
626864,2,0,300,280,1458
626865,2,2,300,71,1458
626867,2,2,300,19,1458
626869,2,2,300,72,1458
626881,2,2,300,44,1458
626887,2,0,300,188,1458
626890,2,2,300,76,1458
626891,2,0,300,210,1458
626898,2,2,300,210,1458
626901,2,2,300,241,1458
626903,2,1,300,217,1458
626904,2,2,300,20,1458
626905,2,1,300,211,1458
626906,2,0,300,59,1458
626910,2,2,300,210,1458
626917,2,2,300,100,1458
626921,2,2,300,80,1458
626922,2,2,300,68,1458
626924,2,2,300,94,1458
626925,2,2,300,32,1458
626927,2,2,300,210,1458
626928,2,0,300,210,1458
626932,2,0,300,147,1458
626934,2,2,300,230,1458
626935,2,0,300,71,1458
626936,2,2,300,32,1458
626939,2,2,300,64,1458
626941,2,1,300,40,1458
626943,2,0,300,162,1458
626945,2,1,300,97,1458
626946,2,2,300,64,1458
626948,2,2,300,30,1458
626952,2,2,300,177,1458
626956,2,2,300,36,1458
626959,2,1,300,36,1458
626963,2,2,300,50,1458
626964,2,2,300,7,1458
626965,2,2,300,100,1458
626966,2,2,300,82,1458
626967,2,2,300,154,1458
626968,2,2,300,210,1458
626970,2,2,300,168,1458
626972,2,2,300,253,1458
626973,2,1,300,45,1458
626974,2,2,300,92,1458
626976,2,2,300,32,1458
626982,2,2,300,210,1458
626987,2,2,300,192,1458
626988,2,2,300,200,1458
626991,2,2,300,210,1458
626992,2,0,300,59,1458
626997,2,0,300,65,1458
627001,2,2,300,108,1458
627002,2,0,300,177,1458
627004,2,2,300,104,1458
627013,2,1,300,7,1458
627018,2,2,300,95,1458
627019,2,0,300,59,1458
627020,2,1,300,44,1458
627021,2,1,300,84,1458
627022,2,2,300,107,1458
627027,2,0,300,140,1458
627028,2,2,300,37,1458
627036,2,0,300,148,1458
627042,2,2,300,9,1458
627043,2,1,300,16,1458
627046,2,1,300,68,1458
627048,2,1,300,80,1458
627049,2,1,300,38,1458
627051,2,1,300,211,1458
627052,2,2,300,126,1458
627056,2,0,300,66,1458
627058,2,2,300,66,1458
627060,2,0,300,59,1458
627063,2,0,300,140,1458
627064,2,1,300,12,1458
627068,2,2,300,117,1458
627069,2,0,300,5,1458
627070,2,2,300,14,1458
627071,2,0,300,162,1458
627072,2,2,300,89,1458
627073,2,2,300,87,1458
627074,2,2,300,64,1458
627076,2,2,300,20,1458
627078,2,1,300,53,1458
627085,2,1,300,36,1458
627086,2,0,300,39,1458
627089,2,2,300,39,1458
627092,2,2,300,39,1458
627094,2,2,300,180,1458
627098,2,2,300,108,1458
627099,2,1,300,206,1458
627103,2,0,300,147,1458
627106,2,2,300,7,1458
627113,2,1,300,10,1458
627114,2,2,300,60,1458
627116,2,2,300,298,1458
627117,2,2,300,14,1458
627120,2,1,300,19,1458
627131,2,1,300,64,1458
627135,2,1,300,125,1458
627136,2,2,300,21,1458
627137,2,2,300,64,1458
627138,2,1,300,5,1458
627142,2,2,300,60,1458
627143,2,2,300,31,1458
627146,2,2,300,62,1458
627147,2,0,300,84,1458
627150,2,2,300,150,1458
627154,2,1,300,24,1458
627160,2,1,300,109,1458
627161,2,2,300,24,1458
627163,2,2,300,42,1458
627168,2,2,300,30,1458
627169,2,2,300,64,1458
627176,2,2,300,100,1458
627177,2,2,300,50,1458
627184,2,0,300,26,1458
627185,2,2,300,135,1458
627189,2,2,300,34,1458
627190,2,2,300,40,1458
627193,2,2,300,36,1458
627195,2,1,300,151,1458
627199,2,2,300,254,1458
627200,2,2,300,28,1458
627204,2,2,300,68,1458
627208,2,2,300,50,1458
627209,2,0,300,118,1458
627210,2,2,300,40,1458
627212,2,1,300,29,1458
627216,2,1,300,120,1458
627217,2,0,300,140,1458
627219,2,2,300,71,1458
627220,2,1,300,48,1458
627221,2,1,300,10,1458
627223,2,0,300,59,1458
627229,2,1,300,53,1458
627235,2,2,300,140,1458
627242,2,2,300,5,1458
627243,2,1,300,32,1458
627244,2,2,300,23,1458
627245,2,2,300,40,1458
627249,2,2,300,101,1458
627250,2,2,300,20,1458
627251,2,2,300,64,1458
627252,2,0,300,147,1458
627255,2,2,300,38,1458
627263,2,1,300,64,1458
627269,2,0,300,59,1458
627275,2,2,300,100,1458
627277,2,2,300,111,1458
627279,2,1,300,273,1458
627280,2,0,300,140,1458
627281,2,2,300,27,1458
627282,2,1,300,50,1458
627285,2,2,300,64,1458
627286,2,0,300,177,1458
627293,2,0,300,177,1458
627294,2,1,300,116,1458
627298,2,2,300,85,1458
627299,2,2,300,227,1458
627303,2,1,300,86,1458
627305,2,1,300,40,1458
627306,2,2,300,151,1458
627307,2,1,300,64,1458
627310,2,0,300,238,1458
627312,2,2,300,20,1458
627315,2,2,300,20,1458
627316,2,2,300,40,1458
627317,2,2,300,20,1458
627321,2,2,300,50,1458
627329,2,1,300,48,1458
627331,2,0,300,236,1458
627332,2,0,300,147,1458
627336,2,2,300,5,1458
627345,2,1,300,173,1458
627350,2,2,300,100,1458
627352,2,2,300,200,1458
627355,2,1,300,57,1458
627363,2,2,300,55,1458
627364,2,2,300,8,1458
627365,2,0,300,280,1458
627366,2,0,300,140,1458
627372,2,0,300,147,1458
627376,2,1,300,153,1458
627379,2,2,300,34,1458
627383,2,2,300,13,1458
627384,2,1,300,30,1458
627385,2,2,300,39,1458
627386,2,0,300,177,1458
627394,2,2,300,100,1458
627395,2,2,300,38,1458
627401,2,2,300,19,1458
627403,2,2,300,40,1458
627404,2,1,300,114,1458
627407,2,0,300,147,1458
627409,2,0,300,133,1458
627411,2,2,300,48,1458
627412,2,2,300,34,1458
627414,2,2,300,80,1458
627417,2,2,300,60,1458
627418,2,0,300,59,1458
627420,2,0,300,160,1458
627421,2,1,300,25,1458
627423,2,1,300,183,1458
627424,2,2,300,9,1458
627425,2,2,300,9,1458
627429,2,1,300,210,1458
627431,2,2,300,60,1458
627435,2,0,300,59,1458
627436,2,1,300,10,1458
627437,2,0,300,59,1458
627438,2,0,300,59,1458
627440,2,1,300,276,1458
627441,2,1,300,216,1458
627448,2,1,300,92,1458
627451,2,2,300,28,1458
627456,2,2,300,65,1458
627457,2,1,300,228,1458
627458,2,2,300,14,1458
627459,2,2,300,26,1458
627461,2,2,300,80,1458
627462,2,2,300,116,1458
627466,2,2,300,64,1458
627470,2,2,300,64,1458
627471,2,1,300,31,1458
627473,2,2,300,6,1458
627474,2,2,300,64,1458
627476,2,2,300,33,1458
627477,2,0,300,147,1458
627479,2,0,300,148,1458
627483,2,2,300,44,1458
627486,2,1,300,7,1458
627491,2,1,300,137,1458
627492,2,2,300,109,1458
627495,2,1,300,60,1458
627497,2,1,300,22,1458
627501,2,1,300,26,1458
